subject,condition,replication,leg,joint,time,angle
1,1,6,1,1,89,9.972120493
1,1,6,1,1,90,9.109661311
1,1,6,1,1,91,7.987489399
1,1,6,1,1,92,6.737868029
1,1,6,1,1,93,5.528873735
1,1,6,1,1,94,4.525264968
1,1,6,1,1,95,3.852336595
1,1,6,1,1,96,3.573184996
1,1,6,1,1,97,3.682710101
1,1,6,1,1,98,4.11290661
1,1,6,1,1,99,4.745187114
1,1,6,1,1,100,5.426223247
1,1,6,1,2,0,1.472999859
1,1,6,1,2,1,2.483585857
1,1,6,1,2,2,4.032748522
1,1,6,1,2,3,5.871022697
1,1,6,1,2,4,7.784907782
1,1,6,1,2,5,9.621839305
1,1,6,1,2,6,11.29161645
1,1,6,1,2,7,12.75258916
1,1,6,1,2,8,13.99245902
1,1,6,1,2,9,15.01262178
1,1,6,1,2,10,15.81833396
1,1,6,1,2,11,16.41473334
1,1,6,1,2,12,16.80755214
1,1,6,1,2,13,17.00611459
1,1,6,1,2,14,17.02531992
1,1,6,1,2,15,16.88574933
1,1,6,1,2,16,16.613768
1,1,6,1,2,17,16.24193201
1,1,6,1,2,18,15.80694845
1,1,6,1,2,19,15.34332769
1,1,6,1,2,20,14.87556745
1,1,6,1,2,21,14.41436219
1,1,6,1,2,22,13.9583004
1,1,6,1,2,23,13.49802662
1,1,6,1,2,24,13.01975245
1,1,6,1,2,25,12.5082018
1,1,6,1,2,26,11.95029231
1,1,6,1,2,27,11.34015796
1,1,6,1,2,28,10.68389569
1,1,6,1,2,29,10.00150257
1,1,6,1,2,30,9.323996368
1,1,6,1,2,31,8.68656151
1,1,6,1,2,32,8.119433347
1,1,6,1,2,33,7.639864266
1,1,6,1,2,34,7.249377041
1,1,6,1,2,35,6.938920596
1,1,6,1,2,36,6.698216836
1,1,6,1,2,37,6.522943377
1,1,6,1,2,38,6.414746437
1,1,6,1,2,39,6.373936136
1,1,6,1,2,40,6.389848339
1,1,6,1,2,41,6.435730874
1,1,6,1,2,42,6.472253809
1,1,6,1,2,43,6.458324942
1,1,6,1,2,44,6.364446336
1,1,6,1,2,45,6.182808696
1,1,6,1,2,46,5.930966666
1,1,6,1,2,47,5.648025223
1,1,6,1,2,48,5.385216559
1,1,6,1,2,49,5.193939058
1,1,6,1,2,50,5.115297774
1,1,6,1,2,51,5.174296654
1,1,6,1,2,52,5.380445199
1,1,6,1,2,53,5.734187206
1,1,6,1,2,54,6.237286779
1,1,6,1,2,55,6.903474492
1,1,6,1,2,56,7.765317132
1,1,6,1,2,57,8.874175577
1,1,6,1,2,58,10.29377547
1,1,6,1,2,59,12.08933516
1,1,6,1,2,60,14.31485058
1,1,6,1,2,61,17.00068848
1,1,6,1,2,62,20.14310071
1,1,6,1,2,63,23.69532384
1,1,6,1,2,64,27.56340245
1,1,6,1,2,65,31.61598391
1,1,6,1,2,66,35.7128561
1,1,6,1,2,67,39.73946794
1,1,6,1,2,68,43.62337787
1,1,6,1,2,69,47.32406877
1,1,6,1,2,70,50.80962891
1,1,6,1,2,71,54.03787486
1,1,6,1,2,72,56.95075082
1,1,6,1,2,73,59.4800553
1,1,6,1,2,74,61.55801453
1,1,6,1,2,75,63.12698287
1,1,6,1,2,76,64.14680354
1,1,6,1,2,77,64.59948278
1,1,6,1,2,78,64.49134126
1,1,6,1,2,79,63.85158953
1,1,6,1,2,80,62.72658511
1,1,6,1,2,81,61.16990603
1,1,6,1,2,82,59.23103794
1,1,6,1,2,83,56.94690521
1,1,6,1,2,84,54.33889861
1,1,6,1,2,85,51.41494107
1,1,6,1,2,86,48.1747004
1,1,6,1,2,87,44.61637794
1,1,6,1,2,88,40.74407215
1,1,6,1,2,89,36.57491549
1,1,6,1,2,90,32.14564317
1,1,6,1,2,91,27.51983394
1,1,6,1,2,92,22.79749551
1,1,6,1,2,93,18.12661538
1,1,6,1,2,94,13.705826
1,1,6,1,2,95,9.764645028
1,1,6,1,2,96,6.521411217
1,1,6,1,2,97,4.141362851
1,1,6,1,2,98,2.711363577
1,1,6,1,2,99,2.229728852
1,1,6,1,2,100,2.601521912
1,1,6,1,3,0,16.74789723
1,1,6,1,3,1,17.11561123
1,1,6,1,3,2,17.53810325
1,1,6,1,3,3,17.93139748
1,1,6,1,3,4,18.22979617
1,1,6,1,3,5,18.39400044
1,1,6,1,3,6,18.409526
1,1,6,1,3,7,18.27914196
1,1,6,1,3,8,18.01341091
1,1,6,1,3,9,17.62308739
1,1,6,1,3,10,17.11536335
1,1,6,1,3,11,16.49448689
1,1,6,1,3,12,15.76515612
1,1,6,1,3,13,14.9356359
1,1,6,1,3,14,14.018282
1,1,6,1,3,15,13.02823111
1,1,6,1,3,16,11.98317069
1,1,6,1,3,17,10.90461209
1,1,6,1,3,18,9.817376174
1,1,6,1,3,19,8.744970295
1,1,6,1,3,20,7.703228915
1,1,6,1,3,21,6.697013052
1,1,6,1,3,22,5.721737583
1,1,6,1,3,23,4.767784097
1,1,6,1,3,24,3.824880658
1,1,6,1,3,25,2.885157828
1,1,6,1,3,26,1.94465581
1,1,6,1,3,27,1.003520784
1,1,6,1,3,28,0.065543015
1,1,6,1,3,29,-0.861967707
1,1,6,1,3,30,-1.767679244
1,1,6,1,3,31,-2.63576766
1,1,6,1,3,32,-3.447166555
1,1,6,1,3,33,-4.18356063
1,1,6,1,3,34,-4.83263484
1,1,6,1,3,35,-5.391359085
1,1,6,1,3,36,-5.865998314
1,1,6,1,3,37,-6.269934094
1,1,6,1,3,38,-6.621372014
1,1,6,1,3,39,-6.941997186
1,1,6,1,3,40,-7.256154928
1,1,6,1,3,41,-7.589843705
1,1,6,1,3,42,-7.969056263
1,1,6,1,3,43,-8.417121592
1,1,6,1,3,44,-8.950506076
1,1,6,1,3,45,-9.573833354
1,1,6,1,3,46,-10.27652985
1,1,6,1,3,47,-11.03416261
1,1,6,1,3,48,-11.81425475
1,1,6,1,3,49,-12.58323178
1,1,6,1,3,50,-13.3113509
1,1,6,1,3,51,-13.97582751
1,1,6,1,3,52,-14.56357667
1,1,6,1,3,53,-15.07276091
1,1,6,1,3,54,-15.51036337
1,1,6,1,3,55,-15.88492968
1,1,6,1,3,56,-16.19744924
1,1,6,1,3,57,-16.43439033
1,1,6,1,3,58,-16.56492052
1,1,6,1,3,59,-16.5428894
1,1,6,1,3,60,-16.31398543
1,1,6,1,3,61,-15.82699993
1,1,6,1,3,62,-15.04639386
1,1,6,1,3,63,-13.96263372
1,1,6,1,3,64,-12.59740673
1,1,6,1,3,65,-11.00132164
1,1,6,1,3,66,-9.243619064
1,1,6,1,3,67,-7.395430585
1,1,6,1,3,68,-5.513164646
1,1,6,1,3,69,-3.629371594
1,1,6,1,3,70,-1.754476489
1,1,6,1,3,71,0.114026778
1,1,6,1,3,72,1.980754605
1,1,6,1,3,73,3.844967755
1,1,6,1,3,74,5.697587322
1,1,6,1,3,75,7.521387509
1,1,6,1,3,76,9.292718277
1,1,6,1,3,77,10.98465239
1,1,6,1,3,78,12.5723763
1,1,6,1,3,79,14.04047331
1,1,6,1,3,80,15.38792523
1,1,6,1,3,81,16.62590019
1,1,6,1,3,82,17.76749736
1,1,6,1,3,83,18.81502508
1,1,6,1,3,84,19.75242452
1,1,6,1,3,85,20.54746914
1,1,6,1,3,86,21.1627299
1,1,6,1,3,87,21.5692341
1,1,6,1,3,88,21.75546933
1,1,6,1,3,89,21.72735029
1,1,6,1,3,90,21.50164019
1,1,6,1,3,91,21.09969841
1,1,6,1,3,92,20.54766807
1,1,6,1,3,93,19.88352395
1,1,6,1,3,94,19.16500376
1,1,6,1,3,95,18.47027531
1,1,6,1,3,96,17.8868284
1,1,6,1,3,97,17.49206277
1,1,6,1,3,98,17.33325904
1,1,6,1,3,99,17.4143716
1,1,6,1,3,100,17.6931807
1,1,6,2,1,0,5.041067056
1,1,6,2,1,1,5.195933981
1,1,6,2,1,2,5.148580475
1,1,6,2,1,3,4.810145063
1,1,6,2,1,4,4.162320576
1,1,6,2,1,5,3.272534115
1,1,6,2,1,6,2.280202155
1,1,6,2,1,7,1.358191738
1,1,6,2,1,8,0.665004658
1,1,6,2,1,9,0.305392599
1,1,6,2,1,10,0.310544505
1,1,6,2,1,11,0.639611088
1,1,6,2,1,12,1.199753099
1,1,6,2,1,13,1.877543042
1,1,6,2,1,14,2.571385986
1,1,6,2,1,15,3.214167422
1,1,6,2,1,16,3.780145618
1,1,6,2,1,17,4.276798363
1,1,6,2,1,18,4.728477546
1,1,6,2,1,19,5.159178663
1,1,6,2,1,20,5.580045153
1,1,6,2,1,21,5.984254544
1,1,6,2,1,22,6.35034871
1,1,6,2,1,23,6.652667807
1,1,6,2,1,24,6.875369476
1,1,6,2,1,25,7.023185907
1,1,6,2,1,26,7.123583805
1,1,6,2,1,27,7.218899059
1,1,6,2,1,28,7.352704715
1,1,6,2,1,29,7.555423229
1,1,6,2,1,30,7.834263164
1,1,6,2,1,31,8.170521767
1,1,6,2,1,32,8.526072786
1,1,6,2,1,33,8.85687251
1,1,6,2,1,34,9.128814411
1,1,6,2,1,35,9.328799374
1,1,6,2,1,36,9.466864029
1,1,6,2,1,37,9.570384877
1,1,6,2,1,38,9.675072287
1,1,6,2,1,39,9.815467754
1,1,6,2,1,40,10.01581032
1,1,6,2,1,41,10.2822298
1,1,6,2,1,42,10.59959328
1,1,6,2,1,43,10.93550275
1,1,6,2,1,44,11.25109551
1,1,6,2,1,45,11.51449173
1,1,6,2,1,46,11.71159643
1,1,6,2,1,47,11.8491519
1,1,6,2,1,48,11.94835852
1,1,6,2,1,49,12.03267044
1,1,6,2,1,50,12.11697751
1,1,6,2,1,51,12.20364457
1,1,6,2,1,52,12.28432083
1,1,6,2,1,53,12.34203577
1,1,6,2,1,54,12.35011189
1,1,6,2,1,55,12.27038082
1,1,6,2,1,56,12.05638886
1,1,6,2,1,57,11.66359435
1,1,6,2,1,58,11.0623997
1,1,6,2,1,59,10.24595395
1,1,6,2,1,60,9.228340561
1,1,6,2,1,61,8.034735264
1,1,6,2,1,62,6.689277584
1,1,6,2,1,63,5.207401918
1,1,6,2,1,64,3.599994803
1,1,6,2,1,65,1.8931743
1,1,6,2,1,66,0.155323535
1,1,6,2,1,67,-1.487476418
1,1,6,2,1,68,-2.86628158
1,1,6,2,1,69,-3.812079212
1,1,6,2,1,70,-4.206155651
1,1,6,2,1,71,-4.011489272
1,1,6,2,1,72,-3.274516443
1,1,6,2,1,73,-2.102952632
1,1,6,2,1,74,-0.635111257
1,1,6,2,1,75,0.989290044
1,1,6,2,1,76,2.650107357
1,1,6,2,1,77,4.257434118
1,1,6,2,1,78,5.751950174
1,1,6,2,1,79,7.098162237
1,1,6,2,1,80,8.274195397
1,1,6,2,1,81,9.262380275
1,1,6,2,1,82,10.04286649
1,1,6,2,1,83,10.5919904
1,1,6,2,1,84,10.88651869
1,1,6,2,1,85,10.91308528
1,1,6,2,1,86,10.67893186
1,1,6,2,1,87,10.21777423
1,1,6,2,1,88,9.586532705
1,1,6,2,1,89,8.85228774
1,1,6,2,1,90,8.07537584
1,1,6,2,1,91,7.297507344
1,1,6,2,1,92,6.541207467
1,1,6,2,1,93,5.819106038
1,1,6,2,1,94,5.147749831
1,1,6,2,1,95,4.558732965
1,1,6,2,1,96,4.101119785
1,1,6,2,1,97,3.831182841
1,1,6,2,1,98,3.790948719
1,1,6,2,1,99,3.982626976
1,1,6,2,1,100,4.349983799
1,1,6,2,2,0,1.277965152
1,1,6,2,2,1,2.319331307
1,1,6,2,2,2,3.900047695
1,1,6,2,2,3,5.740079451
1,1,6,2,2,4,7.609331633
1,1,6,2,2,5,9.366835179
1,1,6,2,2,6,10.96031452
1,1,6,2,2,7,12.39519355
1,1,6,2,2,8,13.69212156
1,1,6,2,2,9,14.85346503
1,1,6,2,2,10,15.85032677
1,1,6,2,2,11,16.63053652
1,1,6,2,2,12,17.14028871
1,1,6,2,2,13,17.34820613
1,1,6,2,2,14,17.26180496
1,1,6,2,2,15,16.9286184
1,1,6,2,2,16,16.42284377
1,1,6,2,2,17,15.82381105
1,1,6,2,2,18,15.19624514
1,1,6,2,2,19,14.57841832
1,1,6,2,2,20,13.98065589
1,1,6,2,2,21,13.39218969
1,1,6,2,2,22,12.79363204
1,1,6,2,2,23,12.17021263
1,1,6,2,2,24,11.52137599
1,1,6,2,2,25,10.8631539
1,1,6,2,2,26,10.22351691
1,1,6,2,2,27,9.633111
1,1,6,2,2,28,9.115572312
1,1,6,2,2,29,8.681052922
1,1,6,2,2,30,8.325181601
1,1,6,2,2,31,8.033016756
1,1,6,2,2,32,7.786448618
1,1,6,2,2,33,7.572591318
1,1,6,2,2,34,7.389094321
1,1,6,2,2,35,7.241339229
1,1,6,2,2,36,7.131586556
1,1,6,2,2,37,7.049019313
1,1,6,2,2,38,6.970083998
1,1,6,2,2,39,6.869809368
1,1,6,2,2,40,6.735147111
1,1,6,2,2,41,6.571539867
1,1,6,2,2,42,6.400211287
1,1,6,2,2,43,6.249852223
1,1,6,2,2,44,6.148120138
1,1,6,2,2,45,6.117489403
1,1,6,2,2,46,6.176170945
1,1,6,2,2,47,6.340135218
1,1,6,2,2,48,6.621423283
1,1,6,2,2,49,7.022586242
1,1,6,2,2,50,7.532613304
1,1,6,2,2,51,8.130064561
1,1,6,2,2,52,8.791998502
1,1,6,2,2,53,9.503032177
1,1,6,2,2,54,10.26074729
1,1,6,2,2,55,11.07852505
1,1,6,2,2,56,11.98763356
1,1,6,2,2,57,13.03906633
1,1,6,2,2,58,14.30184928
1,1,6,2,2,59,15.85467986
1,1,6,2,2,60,17.77078521
1,1,6,2,2,61,20.09999459
1,1,6,2,2,62,22.85264964
1,1,6,2,2,63,25.99228268
1,1,6,2,2,64,29.44225618
1,1,6,2,2,65,33.10539809
1,1,6,2,2,66,36.8838133
1,1,6,2,2,67,40.6870731
1,1,6,2,2,68,44.42956175
1,1,6,2,2,69,48.02647213
1,1,6,2,2,70,51.39442103
1,1,6,2,2,71,54.45632635
1,1,6,2,2,72,57.14679824
1,1,6,2,2,73,59.41388054
1,1,6,2,2,74,61.21638869
1,1,6,2,2,75,62.51960551
1,1,6,2,2,76,63.29434452
1,1,6,2,2,77,63.52192228
1,1,6,2,2,78,63.20216014
1,1,6,2,2,79,62.35829185
1,1,6,2,2,80,61.03405723
1,1,6,2,2,81,59.28437842
1,1,6,2,2,82,57.16326102
1,1,6,2,2,83,54.71386678
1,1,6,2,2,84,51.96403835
1,1,6,2,2,85,48.92871164
1,1,6,2,2,86,45.61808817
1,1,6,2,2,87,42.04915973
1,1,6,2,2,88,38.25481051
1,1,6,2,2,89,34.28305606
1,1,6,2,2,90,30.18413758
1,1,6,2,2,91,25.99658578
1,1,6,2,2,92,21.75216745
1,1,6,2,2,93,17.50716623
1,1,6,2,2,94,13.38040264
1,1,6,2,2,95,9.56192277
1,1,6,2,2,96,6.278065578
1,1,6,2,2,97,3.736759486
1,1,6,2,2,98,2.084780936
1,1,6,2,2,99,1.384091898
1,1,6,2,2,100,1.597631839
1,1,6,2,3,0,18.23075855
1,1,6,2,3,1,18.5464443
1,1,6,2,3,2,18.92430925
1,1,6,2,3,3,19.28236789
1,1,6,2,3,4,19.55512516
1,1,6,2,3,5,19.70515548
1,1,6,2,3,6,19.72313707
1,1,6,2,3,7,19.61654884
1,1,6,2,3,8,19.39397637
1,1,6,2,3,9,19.05375524
1,1,6,2,3,10,18.5813444
1,1,6,2,3,11,17.95465656
1,1,6,2,3,12,17.15459902
1,1,6,2,3,13,16.17729777
1,1,6,2,3,14,15.04366131
1,1,6,2,3,15,13.80015452
1,1,6,2,3,16,12.50929172
1,1,6,2,3,17,11.23373811
1,1,6,2,3,18,10.02161055
1,1,6,2,3,19,8.897480848
1,1,6,2,3,20,7.860785873
1,1,6,2,3,21,6.890344111
1,1,6,2,3,22,5.953993581
1,1,6,2,3,23,5.02051655
1,1,6,2,3,24,4.070387222
1,1,6,2,3,25,3.101194905
1,1,6,2,3,26,2.1262732
1,1,6,2,3,27,1.167277218
1,1,6,2,3,28,0.244573926
1,1,6,2,3,29,-0.630115662
1,1,6,2,3,30,-1.455347288
1,1,6,2,3,31,-2.235930843
1,1,6,2,3,32,-2.975956514
1,1,6,2,3,33,-3.672877399
1,1,6,2,3,34,-4.316476255
1,1,6,2,3,35,-4.894358825
1,1,6,2,3,36,-5.401463838
1,1,6,2,3,37,-5.847075224
1,1,6,2,3,38,-6.254388346
1,1,6,2,3,39,-6.652541559
1,1,6,2,3,40,-7.06675618
1,1,6,2,3,41,-7.51236226
1,1,6,2,3,42,-7.994730911
1,1,6,2,3,43,-8.512227584
1,1,6,2,3,44,-9.058474894
1,1,6,2,3,45,-9.622432455
1,1,6,2,3,46,-10.18796282
1,1,6,2,3,47,-10.73552334
1,1,6,2,3,48,-11.24757518
1,1,6,2,3,49,-11.7161325
1,1,6,2,3,50,-12.14799818
1,1,6,2,3,51,-12.56296141
1,1,6,2,3,52,-12.98551188
1,1,6,2,3,53,-13.43414665
1,1,6,2,3,54,-13.91242766
1,1,6,2,3,55,-14.40316157
1,1,6,2,3,56,-14.86650879
1,1,6,2,3,57,-15.24208237
1,1,6,2,3,58,-15.45666945
1,1,6,2,3,59,-15.43701803
1,1,6,2,3,60,-15.12460432
1,1,6,2,3,61,-14.4874118
1,1,6,2,3,62,-13.52649458
1,1,6,2,3,63,-12.27570615
1,1,6,2,3,64,-10.7944201
1,1,6,2,3,65,-9.153064074
1,1,6,2,3,66,-7.415942184
1,1,6,2,3,67,-5.628516493
1,1,6,2,3,68,-3.814930768
1,1,6,2,3,69,-1.984408866
1,1,6,2,3,70,-0.14110632
1,1,6,2,3,71,1.708569353
1,1,6,2,3,72,3.553199075
1,1,6,2,3,73,5.377483317
1,1,6,2,3,74,7.165231479
1,1,6,2,3,75,8.902262367
1,1,6,2,3,76,10.57761881
1,1,6,2,3,77,12.18258049
1,1,6,2,3,78,13.70845402
1,1,6,2,3,79,15.14512183
1,1,6,2,3,80,16.48187609
1,1,6,2,3,81,17.71006282
1,1,6,2,3,82,18.82547488
1,1,6,2,3,83,19.82849045
1,1,6,2,3,84,20.72137735
1,1,6,2,3,85,21.50368879
1,1,6,2,3,86,22.16759574
1,1,6,2,3,87,22.69533084
1,1,6,2,3,88,23.06040459
1,1,6,2,3,89,23.23354246
1,1,6,2,3,90,23.19214955
1,1,6,2,3,91,22.9306277
1,1,6,2,3,92,22.46801624
1,1,6,2,3,93,21.85081595
1,1,6,2,3,94,21.14916948
1,1,6,2,3,95,20.44698161
1,1,6,2,3,96,19.8282794
1,1,6,2,3,97,19.36356746
1,1,6,2,3,98,19.09902365
1,1,6,2,3,99,19.05047011
1,1,6,2,3,100,19.20177509
1,1,7,1,1,0,5.658570954
1,1,7,1,1,1,6.13598328
1,1,7,1,1,2,6.293378854
1,1,7,1,1,3,6.046285177
1,1,7,1,1,4,5.395422068
1,1,7,1,1,5,4.437124855
1,1,7,1,1,6,3.345053729
1,1,7,1,1,7,2.325243842
1,1,7,1,1,8,1.56123112
1,1,7,1,1,9,1.170594533
1,1,7,1,1,10,1.185150481
1,1,7,1,1,11,1.555895942
1,1,7,1,1,12,2.177294123
1,1,7,1,1,13,2.923068614
1,1,7,1,1,14,3.680441668
1,1,7,1,1,15,4.372562859
1,1,7,1,1,16,4.965971164
1,1,7,1,1,17,5.466047672
1,1,7,1,1,18,5.903552266
1,1,7,1,1,19,6.317454369
1,1,7,1,1,20,6.739499726
1,1,7,1,1,21,7.185504996
1,1,7,1,1,22,7.654454839
1,1,7,1,1,23,8.132771127
1,1,7,1,1,24,8.599267392
1,1,7,1,1,25,9.029341307
1,1,7,1,1,26,9.399367886
1,1,7,1,1,27,9.692344041
1,1,7,1,1,28,9.903419553
1,1,7,1,1,29,10.0430946
1,1,7,1,1,30,10.13597015
1,1,7,1,1,31,10.21536695
1,1,7,1,1,32,10.31550108
1,1,7,1,1,33,10.46368553
1,1,7,1,1,34,10.67390865
1,1,7,1,1,35,10.94334144
1,1,7,1,1,36,11.25318434
1,1,7,1,1,37,11.57505285
1,1,7,1,1,38,11.8809813
1,1,7,1,1,39,12.15255737
1,1,7,1,1,40,12.38444871
1,1,7,1,1,41,12.58159533
1,1,7,1,1,42,12.7530071
1,1,7,1,1,43,12.90646511
1,1,7,1,1,44,13.04602379
1,1,7,1,1,45,13.17218081
1,1,7,1,1,46,13.28321802
1,1,7,1,1,47,13.37605162
1,1,7,1,1,48,13.44606894
1,1,7,1,1,49,13.48720655
1,1,7,1,1,50,13.49358592
1,1,7,1,1,51,13.46216775
1,1,7,1,1,52,13.39407815
1,1,7,1,1,53,13.29279141
1,1,7,1,1,54,13.15985758
1,1,7,1,1,55,12.99070827
1,1,7,1,1,56,12.77265993
1,1,7,1,1,57,12.48633074
1,1,7,1,1,58,12.1096941
1,1,7,1,1,59,11.62260247
1,1,7,1,1,60,11.00905871
1,1,7,1,1,61,10.25580069
1,1,7,1,1,62,9.347370374
1,1,7,1,1,63,8.259880814
1,1,7,1,1,64,6.957606741
1,1,7,1,1,65,5.398732449
1,1,7,1,1,66,3.556234672
1,1,7,1,1,67,1.454021509
1,1,7,1,1,68,-0.793912642
1,1,7,1,1,69,-2.967745514
1,1,7,1,1,70,-4.775736845
1,1,7,1,1,71,-5.935578794
1,1,7,1,1,72,-6.264467527
1,1,7,1,1,73,-5.732278494
1,1,7,1,1,74,-4.458625522
1,1,7,1,1,75,-2.666487986
1,1,7,1,1,76,-0.616910149
1,1,7,1,1,77,1.452546272
1,1,7,1,1,78,3.369076236
1,1,7,1,1,79,5.038948175
1,1,7,1,1,80,6.438745297
1,1,7,1,1,81,7.593437598
1,1,7,1,1,82,8.550425561
1,1,7,1,1,83,9.356802731
1,1,7,1,1,84,10.04248789
1,1,7,1,1,85,10.6102547
1,1,7,1,1,86,11.03302147
1,1,7,1,1,87,11.25891904
1,1,7,1,1,88,11.2224633
1,1,7,1,1,89,10.8624039
1,1,7,1,1,90,10.14603381
1,1,7,1,1,91,9.094257199
1,1,7,1,1,92,7.793554539
1,1,7,1,1,93,6.387000474
1,1,7,1,1,94,5.0461484
1,1,7,1,1,95,3.935813008
1,1,7,1,1,96,3.181116493
1,1,7,1,1,97,2.844176412
1,1,7,1,1,98,2.912803467
1,1,7,1,1,99,3.304561713
1,1,7,1,1,100,3.884041448
1,1,7,1,2,0,2.924295987
1,1,7,1,2,1,4.15799879
1,1,7,1,2,2,5.723669948
1,1,7,1,2,3,7.375350034
1,1,7,1,2,4,8.924979261
1,1,7,1,2,5,10.27040352
1,1,7,1,2,6,11.39356968
1,1,7,1,2,7,12.33532801
1,1,7,1,2,8,13.15883613
1,1,7,1,2,9,13.91673195
1,1,7,1,2,10,14.63144345
1,1,7,1,2,11,15.29127706
1,1,7,1,2,12,15.85850385
1,1,7,1,2,13,16.28548423
1,1,7,1,2,14,16.53372671
1,1,7,1,2,15,16.58935231
1,1,7,1,2,16,16.46896324
1,1,7,1,2,17,16.21497135
1,1,7,1,2,18,15.883007
1,1,7,1,2,19,15.52659626
1,1,7,1,2,20,15.18456583
1,1,7,1,2,21,14.87598365
1,1,7,1,2,22,14.60299809
1,1,7,1,2,23,14.35741877
1,1,7,1,2,24,14.12583146
1,1,7,1,2,25,13.89157424
1,1,7,1,2,26,13.63543143
1,1,7,1,2,27,13.33843251
1,1,7,1,2,28,12.98778388
1,1,7,1,2,29,12.58344138
1,1,7,1,2,30,12.14093914
1,1,7,1,2,31,11.68866737
1,1,7,1,2,32,11.26070394
1,1,7,1,2,33,10.88787502
1,1,7,1,2,34,10.58904957
1,1,7,1,2,35,10.36498432
1,1,7,1,2,36,10.19712189
1,1,7,1,2,37,10.05356539
1,1,7,1,2,38,9.900652814
1,1,7,1,2,39,9.714782391
1,1,7,1,2,40,9.488442157
1,1,7,1,2,41,9.228761621
1,1,7,1,2,42,8.950953256
1,1,7,1,2,43,8.671333169
1,1,7,1,2,44,8.403041361
1,1,7,1,2,45,8.155306514
1,1,7,1,2,46,7.934748829
1,1,7,1,2,47,7.746600063
1,1,7,1,2,48,7.595284733
1,1,7,1,2,49,7.485936591
1,1,7,1,2,50,7.427889624
1,1,7,1,2,51,7.43866438
1,1,7,1,2,52,7.544784586
1,1,7,1,2,53,7.7772805
1,1,7,1,2,54,8.163906833
1,1,7,1,2,55,8.723415219
1,1,7,1,2,56,9.4657736
1,1,7,1,2,57,10.39885411
1,1,7,1,2,58,11.53798799
1,1,7,1,2,59,12.91282476
1,1,7,1,2,60,14.56631276
1,1,7,1,2,61,16.54554368
1,1,7,1,2,62,18.88803515
1,1,7,1,2,63,21.60819669
1,1,7,1,2,64,24.68736978
1,1,7,1,2,65,28.0714267
1,1,7,1,2,66,31.67894293
1,1,7,1,2,67,35.41936175
1,1,7,1,2,68,39.21111265
1,1,7,1,2,69,42.98843013
1,1,7,1,2,70,46.69354569
1,1,7,1,2,71,50.26137814
1,1,7,1,2,72,53.60796693
1,1,7,1,2,73,56.63098291
1,1,7,1,2,74,59.22380487
1,1,7,1,2,75,61.29576349
1,1,7,1,2,76,62.78860417
1,1,7,1,2,77,63.68174785
1,1,7,1,2,78,63.98729441
1,1,7,1,2,79,63.73906329
1,1,7,1,2,80,62.98099762
1,1,7,1,2,81,61.75740099
1,1,7,1,2,82,60.10645309
1,1,7,1,2,83,58.05744736
1,1,7,1,2,84,55.63108068
1,1,7,1,2,85,52.84093087
1,1,7,1,2,86,49.6948926
1,1,7,1,2,87,46.19696779
1,1,7,1,2,88,42.35075224
1,1,7,1,2,89,38.16612363
1,1,7,1,2,90,33.67006601
1,1,7,1,2,91,28.92162577
1,1,7,1,2,92,24.02581642
1,1,7,1,2,93,19.13795743
1,1,7,1,2,94,14.4511835
1,1,7,1,2,95,10.17221931
1,1,7,1,2,96,6.49559482
1,1,7,1,2,97,3.584362864
1,1,7,1,2,98,1.555345137
1,1,7,1,2,99,0.464055992
1,1,7,1,2,100,0.287450672
1,1,7,1,3,0,17.8326353
1,1,7,1,3,1,18.25047699
1,1,7,1,3,2,18.65588958
1,1,7,1,3,3,18.96622039
1,1,7,1,3,4,19.12803399
1,1,7,1,3,5,19.12106075
1,1,7,1,3,6,18.95199179
1,1,7,1,3,7,18.6438711
1,1,7,1,3,8,18.22577641
1,1,7,1,3,9,17.72470082
1,1,7,1,3,10,17.15967277
1,1,7,1,3,11,16.53834152
1,1,7,1,3,12,15.85617191
1,1,7,1,3,13,15.09959608
1,1,7,1,3,14,14.25389652
1,1,7,1,3,15,13.31386604
1,1,7,1,3,16,12.29139063
1,1,7,1,3,17,11.21526036
1,1,7,1,3,18,10.12300128
1,1,7,1,3,19,9.049485209
1,1,7,1,3,20,8.018072473
1,1,7,1,3,21,7.038479306
1,1,7,1,3,22,6.111030249
1,1,7,1,3,23,5.232761297
1,1,7,1,3,24,4.400444228
1,1,7,1,3,25,3.609195201
1,1,7,1,3,26,2.849150951
1,1,7,1,3,27,2.103948694
1,1,7,1,3,28,1.353264034
1,1,7,1,3,29,0.578887328
1,1,7,1,3,30,-0.227942757
1,1,7,1,3,31,-1.060770321
1,1,7,1,3,32,-1.896310716
1,1,7,1,3,33,-2.699059252
1,1,7,1,3,34,-3.432058072
1,1,7,1,3,35,-4.070388724
1,1,7,1,3,36,-4.610986217
1,1,7,1,3,37,-5.073410086
1,1,7,1,3,38,-5.491469214
1,1,7,1,3,39,-5.901143908
1,1,7,1,3,40,-6.331452987
1,1,7,1,3,41,-6.801471157
1,1,7,1,3,42,-7.321950502
1,1,7,1,3,43,-7.897663972
1,1,7,1,3,44,-8.528057127
1,1,7,1,3,45,-9.206490684
1,1,7,1,3,46,-9.919727234
1,1,7,1,3,47,-10.64943164
1,1,7,1,3,48,-11.37601633
1,1,7,1,3,49,-12.08384375
1,1,7,1,3,50,-12.76513438
